Date,Open,High,Low,Close,Volume
2021-04-26,97.4091,97.5140,96.0577,96.3153,1030522
2021-04-27,96.3153,96.5585,94.6569,95.4203,1341968
2021-04-28,95.4203,96.9881,95.2423,96.2395,1144208
2021-04-29,96.2395,98.4187,96.2200,98.2926,1156733
2021-04-30,98.2926,98.5973,96.0187,96.1124,1210621
2021-05-03,96.1124,98.2719,95.7080,97.7414,1199900
2021-05-04,97.7414,98.2260,97.6245,98.1719,1292263
2021-05-05,98.1719,101.1064,97.8202,100.7927,1403502
2021-05-06,100.7927,103.2720,100.2421,102.9665,1243043
2021-05-07,102.9665,103.0470,101.3254,101.9863,1224435
2021-05-10,101.9863,102.1660,101.7637,102.0060,1037267
2021-05-11,102.0060,102.7772,101.8108,102.6612,1062694
2021-05-12,102.6612,102.9042,102.3398,102.3550,1247828
2021-05-13,102.3550,102.3551,101.6471,101.6805,1047098
2021-05-14,101.6805,101.8252,101.6396,101.7715,1377529
2021-05-17,101.7715,102.7031,101.6388,102.3795,1056773
2021-05-18,102.3795,103.3206,101.7971,103.0221,1017871
2021-05-19,103.0221,103.2508,101.6383,101.9699,1788553
2021-05-20,101.9699,102.4526,100.6810,100.7965,1410825
2021-05-21,100.7965,100.9540,99.8183,99.9673,1053018
2021-05-24,99.9673,102.0708,99.9610,101.8549,1179000
2021-05-25,101.8549,104.2940,101.5421,103.9910,1324851
2021-05-26,103.9910,104.2187,103.8070,103.8994,1320658
2021-05-27,103.8994,105.0252,103.8332,104.7398,1763912
2021-05-28,104.7398,106.4745,104.7113,106.4057,1778560
2021-05-31,106.4057,106.6848,105.7518,106.0638,1001975
2021-06-01,106.0638,106.1235,104.5700,104.6828,1338903
2021-06-02,104.6828,105.7738,104.4148,105.7661,1161952
2021-06-03,105.7661,106.1409,105.6888,106.1234,1205848
2021-06-04,106.1234,106.3235,104.8821,104.8837,1439189
2021-06-07,104.8837,105.5157,104.2165,104.4304,1170530
2021-06-08,104.4304,105.2545,104.3577,105.2373,1425047
2021-06-09,105.2373,107.8346,104.8921,107.6679,1264698
2021-06-10,107.6679,108.2556,107.2738,107.5256,1280542
2021-06-11,107.5256,107.5424,105.0007,105.1996,1528611
2021-06-14,105.1996,105.5358,102.8185,103.0129,1420858
2021-06-15,103.0129,103.2221,102.8170,103.1448,1210602
2021-06-16,103.1448,105.4833,102.7389,105.1161,1151625
2021-06-17,105.1161,105.4557,103.8555,103.8808,1001643
2021-06-18,103.8808,105.0859,103.4951,104.5880,1006931
2021-06-21,104.5880,104.6856,104.4121,104.4319,1227926
2021-06-22,104.4319,105.5213,104.4044,105.4092,1201619
2021-06-23,105.4092,106.2699,104.9739,105.2839,1011198
2021-06-24,105.2839,105.3469,103.4479,103.4937,1413256
2021-06-25,103.4937,103.5912,103.1334,103.2759,1183568
2021-06-28,103.2759,103.5878,103.2312,103.3239,1019628
2021-06-29,103.3239,104.4245,103.0999,104.3324,1406322
2021-06-30,104.3324,104.5641,103.6131,103.9598,1034781
2021-07-01,103.9598,103.9927,103.2797,103.4421,1123900
2021-07-02,103.4421,106.5663,103.1002,106.4636,1036498
2021-07-05,106.4636,108.7661,106.2236,107.9963,1074111
2021-07-06,107.9963,109.6411,107.8918,108.8779,1383952
2021-07-07,108.8779,110.2954,108.7113,109.9828,1046821
2021-07-08,109.9828,111.1147,109.5930,110.7565,1305159
2021-07-09,110.7565,111.8956,110.6822,111.1882,1005851
2021-07-12,111.1882,112.8613,110.9188,112.8524,1077447
2021-07-13,112.8524,113.9881,112.5908,113.7458,1525751
2021-07-14,113.7458,116.1546,113.6541,116.1483,1128552
2021-07-15,116.1483,118.4925,115.9134,118.2424,1143907
2021-07-16,118.2424,118.4974,116.8977,117.3674,1003035
2021-07-19,117.3674,117.6531,116.5047,116.5220,1093189
2021-07-20,116.5220,119.1810,116.3402,118.7778,1685074
2021-07-21,118.7778,119.1698,118.5471,118.8895,1013398
2021-07-22,118.8895,119.5267,116.0462,116.5237,1364590
2021-07-23,116.5237,117.0903,114.1369,114.5409,1137864
2021-07-26,114.5409,114.6683,114.4993,114.5608,1326452
2021-07-27,114.5608,115.1919,114.5362,114.6971,1092624
2021-07-28,114.6971,115.5266,114.3862,115.4464,1047871
2021-07-29,115.4464,115.9887,114.6157,114.8803,1034558
2021-07-30,114.8803,115.1224,114.0140,114.3355,1105884
2021-08-02,114.3355,115.0215,114.1403,114.8439,1629604
2021-08-03,114.8439,114.8484,113.0236,113.9792,1560119
2021-08-04,113.9792,114.0372,113.3176,113.3701,1122360
2021-08-05,113.3701,113.4946,113.1297,113.1476,1231406
2021-08-06,113.1476,113.4480,110.7057,110.7065,1309554
2021-08-09,110.7065,110.9150,109.2124,109.4258,1190474
2021-08-10,109.4258,110.6105,109.2590,110.5089,1031378
2021-08-11,110.5089,110.5188,108.6056,108.7538,1158821
2021-08-12,108.7538,108.9982,108.4354,108.7218,1192006
2021-08-13,108.7218,111.4644,108.6740,111.2793,1045136
2021-08-16,111.2793,113.5649,110.9796,113.4572,1207023
2021-08-17,113.4572,113.5407,112.8527,113.5374,1432243
2021-08-18,113.5374,115.4755,113.2838,114.8727,1039347
2021-08-19,114.8727,115.7236,114.3562,115.5965,1063613
2021-08-20,115.5965,117.9948,115.2418,117.7916,1407874
2021-08-23,117.7916,117.9102,115.5927,116.1827,1128832
2021-08-24,116.1827,117.4119,116.0016,116.6304,1202220
2021-08-25,116.6304,117.6713,116.2753,117.4780,1350993
2021-08-26,117.4780,118.0827,117.0174,117.9952,1060674
2021-08-27,117.9952,118.1580,117.2937,117.3348,1025807
2021-08-30,117.3348,117.7057,116.4554,116.9434,1110093
2021-08-31,116.9434,118.5119,116.9181,118.2431,1224970
2021-09-01,118.2431,120.6581,118.2169,120.5198,1058918
2021-09-02,120.5198,120.5255,118.2389,118.4791,1111443
2021-09-03,118.4791,119.1817,116.9752,116.9886,1078183
2021-09-06,116.9886,117.3006,116.2299,116.3252,1181708
2021-09-07,116.3252,117.6502,116.0888,117.0993,1006231
2021-09-08,117.0993,118.4626,116.9910,118.4048,1196648
2021-09-09,118.4048,119.5349,118.1610,118.9413,1709864
2021-09-10,118.9413,118.9474,118.0707,118.1322,1307291
2021-09-13,118.1322,118.8766,116.2845,116.4963,1238631
2021-09-14,116.4963,118.4042,116.4247,117.4772,1076167
2021-09-15,117.4772,119.0330,116.8908,118.9014,1371478
2021-09-16,118.9014,120.1302,118.1848,118.4736,1111717
2021-09-17,118.4736,120.6772,118.4715,119.9023,1076362
2021-09-20,119.9023,120.2037,119.0674,119.2930,1191781
2021-09-21,119.2930,119.4769,119.2310,119.4532,1274309
2021-09-22,119.4532,120.3227,119.2150,120.2716,1045533
2021-09-23,120.2716,120.7967,118.5602,118.7259,1287178
2021-09-24,118.7259,120.5058,118.1687,120.3812,1482984
2021-09-27,120.3812,121.2962,120.3097,120.9727,1044858
2021-09-28,120.9727,121.3253,118.8422,118.8530,1085954
2021-09-29,118.8530,119.4900,118.6121,119.4620,1111305
2021-09-30,119.4620,120.2842,119.3103,119.5172,1202714
2021-10-01,119.5172,121.6919,119.4737,121.5592,1475035
2021-10-04,121.5592,121.8269,120.5837,121.1939,1011933
2021-10-05,121.1939,123.3646,121.1184,123.1022,1023206
2021-10-06,123.1022,123.8012,122.2196,123.3831,1199640
2021-10-07,123.3831,123.5672,122.2566,122.6448,1149104
2021-10-08,122.6448,123.7035,122.4494,123.6006,1464795
2021-10-11,123.6006,125.4237,123.3424,124.8451,1166859
2021-10-12,124.8451,125.1668,124.3270,124.3575,1119231
2021-10-13,124.3575,125.8782,124.3552,125.2839,1109739
2021-10-14,125.2839,127.3783,124.8013,127.2761,1747085
2021-10-15,127.2761,131.5906,127.2611,130.8117,1125184
2021-10-18,130.8117,132.7214,130.7049,132.4556,1316150
2021-10-19,132.4556,133.1503,132.0226,132.7388,1308156
2021-10-20,132.7388,133.5910,132.6351,132.8190,1130959
2021-10-21,132.8190,133.9410,132.4675,133.6597,1118257
2021-10-22,133.6597,133.9665,133.6548,133.6999,1225065
2021-10-25,133.6999,136.4312,133.3856,135.7370,1125930
2021-10-26,135.7370,136.5104,131.5843,131.8710,1010012
2021-10-27,131.8710,133.3614,131.6875,132.8201,1007917
2021-10-28,132.8201,132.9364,129.5923,130.0583,1560340
2021-10-29,130.0583,131.5250,129.8731,131.4425,1132453
2021-11-01,131.4425,133.7253,131.0980,133.6356,1122974
2021-11-02,133.6356,135.2589,133.5922,134.9294,1519303
2021-11-03,134.9294,135.8395,134.4660,135.7750,1237039
2021-11-04,135.7750,136.5973,135.6015,136.2135,1157242
2021-11-05,136.2135,136.8205,136.0538,136.2678,1164916
2021-11-08,136.2678,137.8781,136.1539,137.8518,1172830
2021-11-09,137.8518,138.1097,137.4053,137.5513,1362889
2021-11-10,137.5513,138.4556,137.1385,138.3813,1231850
2021-11-11,138.3813,138.5205,137.7110,138.0406,1396208
2021-11-12,138.0406,138.2221,136.6678,137.0279,1694275
2021-11-15,137.0279,137.5192,136.0763,136.3411,1243391
2021-11-16,136.3411,141.2145,136.1633,140.1462,1150154
2021-11-17,140.1462,140.4272,139.2115,140.1161,1023850
2021-11-18,140.1161,140.4752,136.7918,137.5020,1345254
2021-11-19,137.5020,137.5618,136.1579,136.6750,1035361
2021-11-22,136.6750,137.3703,134.0561,134.5334,1222129
2021-11-23,134.5334,134.8803,133.1442,133.3428,1194310
2021-11-24,133.3428,133.4637,129.5429,129.8937,1220035
2021-11-25,129.8937,132.3617,129.8279,131.3931,1147658
2021-11-26,131.3931,135.9890,131.2633,135.6010,1010756
2021-11-29,135.6010,137.3564,135.1343,137.1740,1236371
2021-11-30,137.1740,137.9558,137.1089,137.7379,1207245
2021-12-01,137.7379,138.1896,135.1215,135.2446,1167594
2021-12-02,135.2446,136.0962,134.8480,135.6931,1033106
2021-12-03,135.6931,136.9127,135.5567,136.6969,1632093
2021-12-06,136.6969,139.0127,136.6915,138.8760,1083558
2021-12-07,138.8760,139.6191,138.4490,139.4411,1221930
2021-12-08,139.4411,139.6972,138.0889,138.5706,1190898
2021-12-09,138.5706,138.8449,136.1169,136.5325,1105739
2021-12-10,136.5325,139.0121,136.2331,138.9273,1014483
2021-12-13,138.9273,140.0244,138.6741,139.2998,1048902
2021-12-14,139.2998,139.3331,138.3371,138.6424,1229969
2021-12-15,138.6424,140.5314,138.5227,140.2837,1005522
2021-12-16,140.2837,140.4155,139.8784,139.9538,1517410
2021-12-17,139.9538,139.9639,139.1132,139.5209,1007205
2021-12-20,139.5209,140.3015,138.6517,140.2324,1781936
2021-12-21,140.2324,141.0003,139.3210,139.7318,1796240
2021-12-22,139.7318,139.7854,135.2388,135.4497,1090726
2021-12-23,135.4497,137.1159,135.1035,136.1994,1111597
2021-12-24,136.1994,136.4395,135.8263,136.0870,1145615
2021-12-27,136.0870,136.5104,135.1697,136.3018,1009393
2021-12-28,136.3018,136.7916,135.9436,136.4827,1009924
2021-12-29,136.4827,137.4060,135.9740,137.3461,1597495
2021-12-30,137.3461,138.1375,135.3585,135.7073,1458833
2021-12-31,135.7073,137.4014,135.4554,137.0667,1214065
2022-01-03,137.0667,138.7619,136.3211,138.3834,1299260
2022-01-04,138.3834,143.2497,138.0985,142.4278,1218685
2022-01-05,142.4278,142.9876,141.8681,142.6669,1023492
2022-01-06,142.6669,143.2271,140.4183,140.6644,1066379
2022-01-07,140.6644,140.7970,140.3514,140.4884,1207748
2022-01-10,140.4884,141.4190,136.7404,137.2620,1227532
2022-01-11,137.2620,137.2847,136.8446,137.0733,1035960
2022-01-12,137.0733,137.3648,134.7630,135.6251,1050741
2022-01-13,135.6251,136.4830,135.5757,136.2665,1052254
2022-01-14,136.2665,137.6610,135.9649,137.6547,1174750
2022-01-17,137.6547,138.3958,137.4182,137.8555,1107662
2022-01-18,137.8555,138.1852,135.7386,136.3752,1527794
2022-01-19,136.3752,136.6077,135.7823,136.2628,1242239
2022-01-20,136.2628,138.6193,136.0014,138.0960,1135796
2022-01-21,138.0960,140.3845,137.7404,140.3407,1106352
2022-01-24,140.3407,140.7021,138.4532,139.0796,1187680
2022-01-25,139.0796,139.9818,138.4668,138.9607,1100845
2022-01-26,138.9607,139.1318,137.1221,137.7925,1186912
2022-01-27,137.7925,139.7817,137.5791,139.7405,1060288
2022-01-28,139.7405,140.8512,139.1406,140.3038,1018755
2022-01-31,140.3038,140.7950,140.1742,140.5542,1236072
2022-02-01,140.5542,144.0845,140.4167,143.8129,1465433
2022-02-02,143.8129,147.0503,143.7983,147.0163,1335520
2022-02-03,147.0163,147.4998,146.7233,146.7546,1139894
2022-02-04,146.7546,146.8777,146.2734,146.6482,1428927
2022-02-07,146.6482,147.4481,145.2614,145.3432,1229122
2022-02-08,145.3432,145.4979,143.3095,143.4348,1354546
2022-02-09,143.4348,144.0487,142.7478,143.0408,1045593
2022-02-10,143.0408,143.1542,143.0203,143.1027,1219713
2022-02-11,143.1027,144.1350,142.7776,142.7868,1266844
2022-02-14,142.7868,144.0120,142.7232,143.7489,1653183
2022-02-15,143.7489,144.2338,141.1978,141.7982,1718457
2022-02-16,141.7982,141.9533,138.2201,138.4852,1560447
2022-02-17,138.4852,138.7416,135.5775,135.8935,1110052
2022-02-18,135.8935,136.8380,135.1022,136.2835,1309733
2022-02-21,136.2835,136.4438,135.5467,136.3685,1428579
2022-02-22,136.3685,136.5557,135.5951,135.7119,1015712
2022-02-23,135.7119,136.2520,134.5358,134.7517,1463244
2022-02-24,134.7517,136.8147,134.2642,136.5948,1418748
2022-02-25,136.5948,138.7022,135.8402,137.9126,1242973
2022-02-28,137.9126,141.7375,137.6930,141.2159,1126923
2022-03-01,141.2159,141.4754,140.7697,141.4027,1448325
2022-03-02,141.4027,141.9942,138.9248,139.1576,1181638
2022-03-03,139.1576,139.7304,139.1445,139.6187,1202989
2022-03-04,139.6187,140.0177,138.4098,138.7276,1030284
2022-03-07,138.7276,139.3740,137.7937,138.0398,1194596
2022-03-08,138.0398,139.9214,137.6979,139.8101,1334706
2022-03-09,139.8101,141.4484,139.1446,141.3637,1200858
2022-03-10,141.3637,141.9073,139.4198,139.7044,1049418
2022-03-11,139.7044,140.1651,139.5956,140.0255,1165999
2022-03-14,140.0255,141.0061,139.9368,141.0037,1825774
2022-03-15,141.0037,142.8391,140.2497,142.8255,1028642
2022-03-16,142.8255,143.9314,142.3616,143.4706,1464112
2022-03-17,143.4706,144.5013,142.9763,143.0390,1203917
2022-03-18,143.0390,143.5179,141.7866,142.2546,1271903
2022-03-21,142.2546,145.1182,142.0100,144.7461,1498737
2022-03-22,144.7461,145.0392,143.1117,143.4625,1174717
2022-03-23,143.4625,143.9860,143.3882,143.8696,1043688
2022-03-24,143.8696,144.4039,143.4555,144.0788,1205783
2022-03-25,144.0788,144.6958,141.2930,141.3415,1331717
2022-03-28,141.3415,141.4814,138.4183,138.4296,1432445
2022-03-29,138.4296,138.7304,136.9793,137.4240,1478223
2022-03-30,137.4240,138.0017,135.6456,135.8577,1282135
2022-03-31,135.8577,136.5541,135.5389,136.0230,1237770
2022-04-01,136.0230,136.9786,135.8990,136.7788,1237211
2022-04-04,136.7788,137.5353,135.5816,135.7153,1144252
2022-04-05,135.7153,136.0773,135.3495,135.5881,1024684
2022-04-06,135.5881,135.8205,134.2980,134.9439,1075362
2022-04-07,134.9439,138.7947,134.6238,138.1609,1176100
2022-04-08,138.1609,141.0494,138.1145,140.9731,1318770
2022-04-11,140.9731,142.1908,140.7479,141.6194,1126926
2022-04-12,141.6194,141.6914,140.5201,141.1234,1314648
2022-04-13,141.1234,141.5911,139.9602,140.2765,1247365
2022-04-14,140.2765,142.0172,139.7051,141.5678,1277886
2022-04-15,141.5678,143.1756,140.9364,142.9272,1223630
2022-04-18,142.9272,143.0741,141.5363,141.6883,1608481
2022-04-19,141.6883,142.5831,141.3034,141.9299,1362054
2022-04-20,141.9299,142.2936,140.3710,140.5999,1389402
2022-04-21,140.5999,142.1447,140.4652,141.8886,1464336
2022-04-22,141.8886,142.1235,140.4368,140.8498,1152727
2022-04-25,140.8498,141.1498,139.0124,139.4493,1617259
2022-04-26,139.4493,140.8547,139.3762,140.2945,1292991
2022-04-27,140.2945,140.3673,135.1692,135.6642,1089168
2022-04-28,135.6642,137.6388,135.2056,137.0312,1132408
2022-04-29,137.0312,138.9427,136.3993,138.6202,1121594
2022-05-02,138.6202,138.6656,135.8859,136.1220,1320392
2022-05-03,136.1220,136.6522,132.5091,132.6590,1441346
2022-05-04,132.6590,133.0811,129.6135,130.4250,1602136
2022-05-05,130.4250,130.5303,129.8936,129.9536,1299531
2022-05-06,129.9536,131.4717,129.4237,131.4374,1222327
2022-05-09,131.4374,131.6854,130.4517,130.5548,1487095
2022-05-10,130.5548,132.3827,130.4181,132.2038,1529225
2022-05-11,132.2038,132.3757,130.7410,131.2097,1377065
2022-05-12,131.2097,132.4060,130.7134,131.8837,1074238
2022-05-13,131.8837,133.3641,131.5429,132.3525,1341347
2022-05-16,132.3525,134.1040,132.0276,133.4349,1049872
2022-05-17,133.4349,133.4967,132.3143,132.5012,1242834
2022-05-18,132.5012,133.3524,132.2846,133.0983,1161054
2022-05-19,133.0983,133.2130,131.4067,132.0402,1008125
2022-05-20,132.0402,132.3315,131.5197,131.6641,1324843
2022-05-23,131.6641,131.9084,129.3112,129.5102,1239617
2022-05-24,129.5102,132.4814,128.8276,132.1444,1197488
2022-05-25,132.1444,134.7145,131.6691,134.3209,1437025
2022-05-26,134.3209,134.3729,132.9987,133.9859,1053234
2022-05-27,133.9859,134.2391,132.9835,133.1616,1099139
2022-05-30,133.1616,133.9873,133.0306,133.2989,1141937
2022-05-31,133.2989,135.9126,132.8836,135.5045,1549615
2022-06-01,135.5045,135.9507,132.7580,133.1728,1553878
2022-06-02,133.1728,134.4959,132.9735,133.7511,1435942
2022-06-03,133.7511,133.8781,130.2855,131.0395,1233748
2022-06-06,131.0395,131.1439,129.7211,129.7422,1163534
2022-06-07,129.7422,129.7481,128.8498,129.0615,1034396
2022-06-08,129.0615,129.0861,126.3814,127.1182,1147058
2022-06-09,127.1182,129.9617,126.6377,129.9307,1077139
2022-06-10,129.9307,130.5744,127.9988,128.2823,1221060
2022-06-13,128.2823,128.7704,127.9257,128.7329,1323573
2022-06-14,128.7329,130.7870,128.3654,130.6911,1633270
2022-06-15,130.6911,131.6615,127.9762,128.4188,1023045
2022-06-16,128.4188,128.6622,128.3116,128.6014,1411965
2022-06-17,128.6014,129.2529,126.5621,126.8500,1253640
2022-06-20,126.8500,126.9543,124.0637,124.1609,1310953
2022-06-21,124.1609,124.3827,122.2230,122.3647,1221296
2022-06-22,122.3647,123.2633,122.0725,122.9321,1005626
2022-06-23,122.9321,122.9725,118.5056,118.8622,1438845
2022-06-24,118.8622,119.1343,117.9842,118.1275,1379755
2022-06-27,118.1275,118.5926,115.8255,116.3670,1119640
2022-06-28,116.3670,117.8564,116.0862,117.5648,1077907
2022-06-29,117.5648,118.3621,117.1393,118.3531,1194732
2022-06-30,118.3531,118.8777,116.4567,116.8636,1221507
2022-07-01,116.8636,117.1930,115.1289,115.2828,1381381
2022-07-04,115.2828,115.4998,114.5656,114.7554,1287848
2022-07-05,114.7554,114.9141,114.6403,114.6799,1074799
2022-07-06,114.6799,115.7778,114.4956,115.0224,1238781
2022-07-07,115.0224,116.5173,114.7758,115.9684,1088155
2022-07-08,115.9684,116.3133,115.2213,115.3745,1289403
2022-07-11,115.3745,116.0018,112.8243,113.2385,1130696
2022-07-12,113.2385,113.8200,113.0740,113.7780,1364753
2022-07-13,113.7780,115.1374,113.4415,114.9539,1026322
2022-07-14,114.9539,115.3978,111.7605,112.1399,1041045
2022-07-15,112.1399,112.2215,111.3441,111.4862,1163358
2022-07-18,111.4862,111.7610,110.9790,111.7127,1013679
2022-07-19,111.7127,114.9711,111.1373,114.3527,1318438
2022-07-20,114.3527,114.6708,114.3038,114.6236,1219335
2022-07-21,114.6236,114.8443,114.0597,114.6239,1160318
2022-07-22,114.6239,115.2826,114.0844,114.1026,1124875
2022-07-25,114.1026,114.4916,111.9548,112.7157,1170699
2022-07-26,112.7157,113.5897,112.7052,112.7170,1044470
2022-07-27,112.7170,114.8253,112.6604,114.7792,1111472
2022-07-28,114.7792,115.2955,113.6975,114.0397,1514843
2022-07-29,114.0397,114.0500,113.3526,113.6529,1290147
2022-08-01,113.6529,113.8454,111.4904,111.8582,1423361
2022-08-02,111.8582,112.2239,110.4553,110.6923,1227133
2022-08-03,110.6923,111.0760,108.4967,109.0360,1178319
2022-08-04,109.0360,109.1468,107.3198,108.1332,1301311
2022-08-05,108.1332,108.7153,107.3005,107.5175,1356163
2022-08-08,107.5175,110.1303,107.2945,110.0424,1152977
2022-08-09,110.0424,110.3422,107.3156,107.6663,1318945
2022-08-10,107.6663,108.0766,105.4757,105.5670,1229069
2022-08-11,105.5670,106.6493,105.1950,106.6467,1186597
2022-08-12,106.6467,108.4346,106.0624,107.8158,1149129
2022-08-15,107.8158,109.4987,107.5831,108.8910,1104782
2022-08-16,108.8910,110.8793,108.6023,110.3959,1608922
2022-08-17,110.3959,110.5105,109.6078,110.1651,1177377
2022-08-18,110.1651,111.4582,109.9456,110.9306,1091123
2022-08-19,110.9306,111.2422,109.2431,109.4612,1044117
2022-08-22,109.4612,110.0312,109.3669,109.4836,1321553
2022-08-23,109.4836,111.9385,109.4504,111.6207,1216326
2022-08-24,111.6207,111.9630,108.9315,109.2302,1240843
2022-08-25,109.2302,109.2943,107.5213,107.6000,1181916
2022-08-26,107.6000,108.9954,107.3291,108.5366,1293594
2022-08-29,108.5366,108.7626,107.2865,107.3441,1072977
2022-08-30,107.3441,108.6906,106.9859,108.6850,1262605
2022-08-31,108.6850,109.1342,108.4393,108.9489,1158255
2022-09-01,108.9489,108.9571,107.7990,108.7717,1191522
2022-09-02,108.7717,110.1518,108.5398,109.8682,1095723
2022-09-05,109.8682,110.5525,109.3369,110.2099,1168970
2022-09-06,110.2099,112.5176,110.2076,111.7346,1083335
2022-09-07,111.7346,112.2835,111.6408,112.0812,1048703
2022-09-08,112.0812,112.3211,108.8815,109.6522,1188555
2022-09-09,109.6522,110.2101,109.3820,110.1455,1174499
2022-09-12,110.1455,113.2875,110.1263,112.7021,1386408
2022-09-13,112.7021,113.3564,110.5030,110.6634,1262486
2022-09-14,110.6634,110.7258,109.0130,110.0113,1198248
2022-09-15,110.0113,110.2562,110.0000,110.1649,1279271
2022-09-16,110.1649,113.0475,110.1114,112.6273,1079492
2022-09-19,112.6273,113.7205,112.0333,113.2003,1694982
2022-09-20,113.2003,114.0730,113.1753,114.0074,1709983
2022-09-21,114.0074,114.2657,113.1065,113.5883,1274660
2022-09-22,113.5883,114.8221,113.5805,114.6349,1154315
2022-09-23,114.6349,114.6594,113.8851,113.8989,1166320
